full_name,id,barcode,abs_type,belt_length,belt_type,car_brands,compatibility,compatible_cars,diameter,dimension,disc_size,drive_type,engine_code,engine_displacement,fuel_type,main_category,material,part_number,position,sub_category,transmission_type,width,year_from,year_to
פלגים אופנוע ימאהה,,,,,,[],,,,,,,,,,Ignition,,,,Spark Plugs,,,,
פלגים אוקטביה מ13 1.8 + 2.0,,,,,,['Skoda'],"['פלגים אוקטביה מ13 1.8', '2.0']",Skoda: Octavia,,,,,,1.8 L,,Ignition,,,,Spark Plugs,,,2013,
פלגים אוקטביה נפח 1.5 מ17,,,,,,['Skoda'],,Skoda: Octavia,,,,,,1.5 L,,Ignition,,,,Spark Plugs,,,2017,
פלגים איוניק מ16 נירו היבריד,,,,,,"['Kia', 'Hyundai']",,"Hyundai: Ioniq, Kia: Niro",,,,,,,Hybrid,Ignition,,,,Spark Plugs,,,2016,
פלגים אנפינטי מ16 Q50 + Q60,,,,,,['Infiniti'],"['פלגים אנפינטי מ16 Q50', 'Q60']",Infiniti: Infiniti,,,,,,,,Ignition,,,,Spark Plugs,,,2016,
פלגים אסטרה 1.4 מ11,,,,,,['Opel'],,Opel: Astra,,,,,,1.4 L,,Ignition,,,,Spark Plugs,,,2011,
פלגים בלינו + איגניס מ16,,,,,,['Suzuki'],"['פלגים בלינו', 'איגניס מ16']","Suzuki: Baleno, Suzuki: Ignis",,,,,,,,Ignition,,,,Spark Plugs,,,2016,
פלגים ג.פונטו,,,,,,['Fiat'],,"Fiat: Punto, Fiat: Grande Punto",,,,,,,,Ignition,,,,Spark Plugs,,,,
פלגים ג.צירוקי 4.7,,,,,,['Jeep'],,Jeep: Grand Cherokee,,,,,,4.7 L,,Ignition,,,,Spark Plugs,,,,
פלגים גוק מ10,,,,,,['Nissan'],,Nissan: Juke,,,,,,,,Ignition,,,,Spark Plugs,,,2010,
פלגים וויגר מ01,,,,,,['Buick'],,Buick: Verano,,,,,,,,Ignition,,,,Spark Plugs,,,2001,
פלגים טוסון מ16 נפח 2.0,,,,,,['Hyundai'],,Hyundai: Tucson,,,,,,2.0 L,,Ignition,,,,Spark Plugs,,,2016,
פלגים טוסון מ21 נפח 1.6,,,,,,['Hyundai'],,Hyundai: Tucson,,,,,,1.6 L,,Ignition,,,,Spark Plugs,,,2021,
פלגים טוסון מ21 נפח 2.0,,,,,,['Hyundai'],,Hyundai: Tucson,,,,,,2.0 L,,Ignition,,,,Spark Plugs,,,2021,
פלגים טידה + קשקאי מ08,,,,,,['Nissan'],"['פלגים טידה', 'קשקאי מ08']","Nissan: Qashqai, Nissan: Tiida",,,,,,,,Ignition,,,,Spark Plugs,,,2008,
פלגים יאריס 1.5 מ13,,,,,,['Toyota'],,Toyota: Yaris,,,,,,1.5 L,,Ignition,,,,Spark Plugs,,,2013,
פלגים לה קרוז נפח 2.4 מ10,,,,,,['Chevrolet'],,"Chevrolet: Cruze, Chevrolet: LaCrosse",,,,,,2.4 L,,Ignition,,,,Spark Plugs,,,2010,
פלגים לנסר מ08,,,,,,['Mitsubishi'],,Mitsubishi: Lancer,,,,,,,,Ignition,,,,Spark Plugs,,,2008,
פלגים מ09 I20,,,,,,['Hyundai'],,Hyundai: i20,,,,,,,,Ignition,,,,Spark Plugs,,,2009,
פלגים מגאן מ04 פלואנס מ09,,,,,,['Renault'],,"Renault: Megane, Renault: Fluence",,,,,,,,Ignition,,,,Spark Plugs,,,2004,
פלגים מזדה 2 + 3 עד 12,,,,,,['Mazda'],"['פלגים מזדה 2', '3 עד 12']",Mazda: Mazda2,,,,,,,,Ignition,,,,Spark Plugs,,,,2012
פלגים מזדה 3 + 5 + 6 מ13,,,,,,['Mazda'],"['פלגים מזדה 3', '5', '6 מ13']",Mazda: Mazda3,,,,,,,,Ignition,,,,Spark Plugs,,,2013,
פלגים מזדה 5 עד 07,,,,,,['Mazda'],,Mazda: Mazda5,,,,,,,,Ignition,,,,Spark Plugs,,,,2007
פלגים מזדה 6 + 5 מ06,,,,,,['Mazda'],"['פלגים מזדה 6', '5 מ06']",Mazda: Mazda6,,,,,,,,Ignition,,,,Spark Plugs,,,2006,
פלגים מקורי I30 + I20 + I25 אירידיום,,,,,,['Hyundai'],"['פלגים מקורי I30', 'I20', 'I25 אירידיום']","Hyundai: i20, Hyundai: i25, Hyundai: i30",,,,,,,,Ignition,,,,Spark Plugs,,,,
פלגים מקורי I30 + I20 + I25,,,,,,['Hyundai'],"['פלגים מקורי I30', 'I20', 'I25']","Hyundai: i20, Hyundai: i25, Hyundai: i30",,,,,,,,Ignition,,,,Spark Plugs,,,,
פלגים מקורי מזדה 3 + 5 + 6 מ13,,,,,,['Mazda'],"['פלגים מקורי מזדה 3', '5', '6 מ13']",Mazda: Mazda3,,,,,,,,Ignition,,,,Spark Plugs,,,2013,
פלגים מקורי פוקוס 1.5 מ17,,,,,,['Ford'],,Ford: Focus,,,,,,1.5 L,,Ignition,,,,Spark Plugs,,,2017,
פלגים מקורי פיגו 107 + C1,,,,,,"['Citroen', 'Peugeot']","['פלגים מקורי פיגו 107', 'C1']","Citroen: C1, Peugeot: 107",,,,,,,,Ignition,,,,Spark Plugs,,,,
פלגים מקורי קליאו + קפצור מ13,,,,,,['Renault'],"['פלגים מקורי קליאו', 'קפצור מ13']","Renault: Clio, Renault: Captur",,,,,,,,Ignition,,,,Spark Plugs,,,2013,
פלגים מקורי ריו 1.2 מ12,,,,,,['Kia'],,Kia: Rio,,,,,,1.2 L,,Ignition,,,,Spark Plugs,,,2012,
פלגים מרצדס מ12,,,,,,['Mercedes'],,,,,,,,,,Ignition,,,,Spark Plugs,,,2012,
פלגים נפח 1.0 אוקטביה מ15,,,,,,['Skoda'],,Skoda: Octavia,,,,,,1.0 L,,Ignition,,,,Spark Plugs,,,2015,
פלגים סדרה 01-07 מ15,,,,,,[],,,,,,,,,,Ignition,,,,Spark Plugs,,,2001,2007
פלגים סדרה 3 מ12,,,,,,['BMW'],,BMW: 3 Series,,,,,,,,Ignition,,,,Spark Plugs,,,2012,
פלגים סונטה מ16 היבריד,,,,,,['Hyundai'],,Hyundai: Sonata,,,,,,,Hybrid,Ignition,,,,Spark Plugs,,,2016,
פלגים סורנטו מ15,,,,,,['Kia'],,Kia: Sorento,,,,,,,,Ignition,,,,Spark Plugs,,,2015,
פלגים סיאט 1.4 עד 14,,,,,,[],,,,,,,,1.4 L,,Ignition,,,,Spark Plugs,,,,2014
פלגים סיויק 1.8 06-12 אקורד 2.0 מ09,,,,,,['Honda'],,"Honda: Civic, Honda: Accord",,,,,,1.8 L,,Ignition,,,,Spark Plugs,,,2006,2012
פלגים סיריון מ08,,,,,,['Daihatsu'],,Daihatsu: Sirion,,,,,,,,Ignition,,,,Spark Plugs,,,2008,
פלגים סנטה פה מ12 + סונטה 2.4 מ10,,,,,,['Hyundai'],"['פלגים סנטה פה מ12', 'סונטה 2.4 מ10']","Hyundai: Sonata, Hyundai: Santa Fe",,,,,,2.4 L,,Ignition,,,,Spark Plugs,,,2012,
פלגים ספורטאג 1.6 + טוסון מ16 1.6 טורבו,,,,,,"['Kia', 'Hyundai']","['פלגים ספורטאג 1.6', 'טוסון מ16 1.6 טורבו']","Hyundai: Tucson, Kia: Sportage",,,,,,1.6 L,,Ignition,,,,Spark Plugs,,,2016,
פלגים ספורטאג מ16,,,,,,['Kia'],,Kia: Sportage,,,,,,,,Ignition,,,,Spark Plugs,,,2016,
פלגים ספלאש + אלטו מ09,,,,,,['Suzuki'],"['פלגים ספלאש', 'אלטו מ09']","Suzuki: Splash, Suzuki: Alto",,,,,,,,Ignition,,,,Spark Plugs,,,2009,
פלגים פולו + רומסטר,,,,,,"['Volkswagen', 'Skoda']","['פלגים פולו', 'רומסטר']","Volkswagen: Polo, Skoda: Roomster",,,,,,,,Ignition,,,,Spark Plugs,,,,
פלגים פוקוס 1.6,,,,,,['Ford'],,Ford: Focus,,,,,,1.6 L,,Ignition,,,,Spark Plugs,,,,
פלגים פוקוס מקורי,,,,,,['Ford'],,Ford: Focus,,,,,,,,Ignition,,,,Spark Plugs,,,,
פלגים פיגו 208 + 301 + 308 מ12,,,,,,['Peugeot'],"['פלגים פיגו 208', '301', '308 מ12']","Peugeot: 208, Peugeot: 301, Peugeot: 308",,,,,,,,Ignition,,,,Spark Plugs,,,2012,
פלגים פיקנטו מ15 1.2 + 1.0,,,,,,['Kia'],"['פלגים פיקנטו מ15 1.2', '1.0']",Kia: Picanto,,,,,,1.2 L,,Ignition,,,,Spark Plugs,,,2015,
פלגים פיקנטו מ15,,,,,,['Kia'],,Kia: Picanto,,,,,,,,Ignition,,,,Spark Plugs,,,2015,
פלגים קאדילק + מאליבו 2.0 מ13,,,,,,['Cadillac'],"['פלגים קאדילק', 'מאליבו 2.0 מ13']",,,,,,,2.0 L,,Ignition,,,,Spark Plugs,,,2013,
פלגים קאמרי 3.5 מ07,,,,,,['Toyota'],,Toyota: Camry,,,,,,3.5 L,,Ignition,,,,Spark Plugs,,,2007,
פלגים קאמרי מ18 + ראב 4 2.5 מ19 היבריד,,,,,,['Toyota'],"['פלגים קאמרי מ18', 'ראב 4 2.5 מ19 היבריד']","Toyota: RAV4, Toyota: Camry",,,,,,2.5 L,Hybrid,Ignition,,,,Spark Plugs,,,2018,
פלגים קורולה מ08 מקורי,,,,,,['Toyota'],,Toyota: Corolla,,,,,,,,Ignition,,,,Spark Plugs,,,2008,
פלגים קורולה מ19 היבריד + CHR מ16,,,,,,['Toyota'],"['פלגים קורולה מ19 היבריד', 'CHR מ16']","Toyota: Corolla, Toyota: C-HR",,,,,,,Hybrid,Ignition,,,,Spark Plugs,,,2019,
פלגים קיה קרניבל מ06,,,,,,['Kia'],,Kia: Carnival,,,,,,,,Ignition,,,,Spark Plugs,,,2006,
פלגים קרוז + אסטרה 1.4,,,,,,"['Opel', 'Chevrolet']","['פלגים קרוז', 'אסטרה 1.4']","Opel: Astra, Chevrolet: Cruze",,,,,,1.4 L,,Ignition,,,,Spark Plugs,,,,
פלגים ראב 4 מ15 היבריד נפח 2.5,,,,,,['Toyota'],,Toyota: RAV4,,,,,,2.5 L,Hybrid,Ignition,,,,Spark Plugs,,,2015,
פלגים ראב 4 עד 08,,,,,,['Toyota'],,Toyota: RAV4,,,,,,,,Ignition,,,,Spark Plugs,,,,2008
פלגים רגיל,,,,,,[],,,,,,Manual,,,,Ignition,,,,Spark Plugs,Manual,,,
פלגים ריו + סטוניק מ21,,,,,,['Kia'],"['פלגים ריו', 'סטוניק מ21']","Kia: Rio, Kia: Stonic",,,,,,,,Ignition,,,,Spark Plugs,,,2021,
פלואנס מ09 + סט טיימינג קנגו 1.5 עד 14,,,,,,['Renault'],"['פלואנס מ09', 'סט טיימינג קנגו 1.5 עד 14']","Renault: Fluence, Renault: Kangoo",,,,,,1.5 L,,Engine,,,,Timing Belt Kit,,,2009,2014
פלנץ + טרמוסטט יאריס 1.3 מ07,,,,,,['Toyota'],"['פלנץ', 'טרמוסטט יאריס 1.3 מ07']",Toyota: Yaris,,,,,,1.3 L,,Cooling,,,,Thermostat,,,2007,
פלנץ + טרמוסטט מזדה 3 + 5 נפח 2.0,,,,,,['Mazda'],"['פלנץ', 'טרמוסטט מזדה 3', '5 נפח 2.0']",Mazda: Mazda3,,,,,,2.0 L,,Cooling,,,,Thermostat,,,,
פלנץ + טרמוסטט מזדה 6 עד 12,,,,,,['Mazda'],"['פלנץ', 'טרמוסטט מזדה 6 עד 12']",Mazda: Mazda6,,,,,,,,Cooling,,,,Thermostat,,,,2012
פלנץ זווית סוניק + טרקס,,,,,,['Chevrolet'],"['פלנץ זווית סוניק', 'טרקס']","Chevrolet: Sonic, Chevrolet: Trax",,,,,,,,Cooling,,,,Angle Flange,,,,
פלנץ זוית קורולה מ03,,,,,,['Toyota'],,Toyota: Corolla,,,,,,,,Engine,,,,Flange,,,2003,
פלנץ טרמוסטט 1.2 CBZ,,,,,,[],,,,,,,CBZ,1.2 L,,Cooling,,,,Thermostat Housing,,,,
פלנץ טרמוסטט FIAT 500 + פנדה + גרנד פונטו,,,,,,['Fiat'],"['פלנץ טרמוסטט FIAT 500', 'פנדה', 'גרנד פונטו']","Fiat: Panda, Fiat: Punto, Fiat: 500",,,,,,,,Cooling,,,,Thermostat Housing,,,,
פלנץ טרמוסטט I20 + I30 3 ברגים,,,,,,['Hyundai'],"['פלנץ טרמוסטט I20', 'I30 3 ברגים']","Hyundai: i20, Hyundai: i30",,,,,,,,Cooling,,,,Thermostat Housing,,,,
פלנץ טרמוסטט אוקטביה מ05,,,,,,['Skoda'],,Skoda: Octavia,,,,,,,,Cooling,,,,Thermostat Housing,,,2005,
פלנץ טרמוסטט אוקטביה מ13 1.6 דיזל,,,,,,['Skoda'],,Skoda: Octavia,,,,,,1.6 L,Diesel,Cooling,,,,Thermostat Housing,,,2013,
פלנץ טרמוסטט גטס + אקסנט מ07,,,,,,['Hyundai'],"['פלנץ טרמוסטט גטס', 'אקסנט מ07']","Hyundai: Accent, Hyundai: Getz",,,,,,,,Cooling,,,,Thermostat Housing,,,2007,
פלנץ טרמוסטט מ16 Q8 + Q7 + Q5,,,,,,['Audi'],"['פלנץ טרמוסטט מ16 Q8', 'Q7', 'Q5']","Audi: Q5, Audi: Q7, Audi: Q8",,,,,,,,Cooling,,,,Thermostat Housing,,,2016,
פלנץ טרמוסטט סוניק + קרוז 1.4 מ11,,,,,,['Chevrolet'],"['פלנץ טרמוסטט סוניק', 'קרוז 1.4 מ11']","Chevrolet: Cruze, Chevrolet: Sonic",,,,,,1.4 L,,Cooling,,,,Thermostat Housing,,,2011,
פלנץ טרמוסטט עם יוניט מ08 I20 + I30,,,,,,['Hyundai'],"['פלנץ טרמוסטט עם יוניט מ08 I20', 'I30']","Hyundai: i20, Hyundai: i30",,,,,,,,Cooling,,,,Thermostat Housing,,,2008,
פלנץ טרמוסטט פונטו + פנדה + FIAT500 נפח 1.3,,,,,,['Fiat'],"['פלנץ טרמוסטט פונטו', 'פנדה', 'FIAT500 נפח 1.3']","Fiat: Panda, Fiat: Punto",,,,,,1.3 L,,Cooling,,,,Thermostat Housing,,,,
פלנץ טרמוסטט קאדי + אוקטביה מ10 1.6 דיזל,,,,,,"['Skoda', 'Volkswagen']","['פלנץ טרמוסטט קאדי', 'אוקטביה מ10 1.6 דיזל']","Skoda: Octavia, Volkswagen: Caddy",,,,,,1.6 L,Diesel,Cooling,,,,Thermostat Housing,,,2010,
פלנץ טרמוסטט קדגאר 1.5 מ15,,,,,,['Renault'],,Renault: Kadjar,,,,,,1.5 L,,Cooling,,,,Thermostat Housing,,,2015,
פלנץ טרמוסטט קליאו + קפצור מ13,,,,,,['Renault'],"['פלנץ טרמוסטט קליאו', 'קפצור מ13']","Renault: Clio, Renault: Captur",,,,,,,,Cooling,,,,Thermostat Housing,,,2013,
פלנץ טרמוסטט קרוז 1.6 + 1.8 מ11,,,,,,['Chevrolet'],"['פלנץ טרמוסטט קרוז 1.6', '1.8 מ11']",Chevrolet: Cruze,,,,,,1.6 L,,Cooling,,,,Thermostat Housing,,,2011,
פלנץ ישר קרוז + סוניק,,,,,,['Chevrolet'],"['פלנץ ישר קרוז', 'סוניק']","Chevrolet: Cruze, Chevrolet: Sonic",,,,,,,,Engine,,,,Flange,,,,
פלנץ לצינור עליון טוסון מ15,,,,,,['Hyundai'],,Hyundai: Tucson,,,,,,,,Cooling,,,Upper,Upper Radiator Hose,,,2015,
פלנץ מים  לנסר מ04,,,,,,['Mitsubishi'],,Mitsubishi: Lancer,,,,,,,,Cooling,,,,Water Flange,,,2004,
פלנץ מים 1.8 CDA,,,,,,[],,,,,,,CDA,1.8 L,,Cooling,,,,Water Flange,,,,
פלנץ מים I20 + מ10 IX35 + ספורטאג,,,,,,"['Kia', 'Hyundai']","['פלנץ מים I20', 'מ10 IX35', 'ספורטאג']","Hyundai: i20, Hyundai: ix35, Kia: Sportage",,,,,,,,Cooling,,,,Water Flange,,,2010,
פלנץ מים אוקטביה 1.2 CJZ מ13,,,,,,['Skoda'],,Skoda: Octavia,,,,,CJZ,1.2 L,,Cooling,,,,Water Flange,,,2013,
פלנץ מים אוקטביה BSE נפח 1.6,,,,,,['Skoda'],,Skoda: Octavia,,,,,BSE,1.6 L,,Cooling,,,,Water Flange,,,,
פלנץ מים אוקטביה CJS מ13 1.8 + 2.0,,,,,,['Skoda'],"['פלנץ מים אוקטביה CJS מ13 1.8', '2.0']",Skoda: Octavia,,,,,CJS,1.8 L,,Cooling,,,,Water Flange,,,2013,
פלנץ מים כולל אטם A5 + Q5,,,,,,['Audi'],"['פלנץ מים כולל אטם A5', 'Q5']","Audi: A5, Audi: Q5",,,,,,,,Cooling,,,,Water Flange,,,,
פלנץ מים לנסר מ04,,,,,,['Mitsubishi'],,Mitsubishi: Lancer,,,,,,,,Cooling,,,,Water Flange,,,2004,
פלנץ מים מ12 I35 + I25,,,,,,['Hyundai'],"['פלנץ מים מ12 I35', 'I25']","Hyundai: i25, Hyundai: i35",,,,,,,,Cooling,,,,Water Flange,,,2012,
פלנץ מים מושלם סנטה פה 2.4 מ09,,,,,,['Hyundai'],,Hyundai: Santa Fe,,,,,,2.4 L,,Cooling,,,,Water Flange,,,2009,
פלנץ מים מתחת לכוהל פוקוס 1.4 עד 12,,,,,,['Ford'],,Ford: Focus,,,,,,1.4 L,,Cooling,,,,Water Flange,,,,2012
פלנץ מים קאדי מ04,,,,,,['Volkswagen'],,Volkswagen: Caddy,,,,,,,,Cooling,,,,Water Flange,,,2004,
פלנץ מים רומסטר 1.4 BTS,,,,,,['Skoda'],,Skoda: Roomster,,,,,BTS,1.6 L,,Cooling,,,,Water Flange,,,,
פלנץ מפצל צינורות מים  I20 + I25 + I35,,,,,,['Hyundai'],"['פלנץ מפצל צינורות מים  I20', 'I25', 'I35']","Hyundai: i20, Hyundai: i25, Hyundai: i35",,,,,,,,Cooling,,,,Splitter Flange,,,,
פלנץ עם חיישן מונדיאו נפח 2.0,,,,,,['Ford'],,Ford: Mondeo,,,,,,2.0 L,,Cooling,,,,Flange with Sensor,,,,
פלנץ פוקוס מ06 עמודים 2,,,,,,['Ford'],,Ford: Focus,,,,,,,,Engine,,,,Flange,,,2006,
פעמון T5 מ03 נפח 1.9,,,,,,['Volkswagen'],,Volkswagen: Transporter T5,,,,,,1.9 L,,Drivetrain,,,,CV Joint Boot,,,2003,
פעמון אוקטביה מ05 קטן,,,,,,['Skoda'],,Skoda: Octavia,,,,,,,,Drivetrain,,,,CV Joint Boot,,,2005,
פעמון אוקטביה מ05,,,,,,['Skoda'],,Skoda: Octavia,,,,,,,,Drivetrain,,,,CV Joint Boot,,,2005,
פעמון איביזה + רומסטר,,,,,,"['Seat', 'Skoda']","['פעמון איביזה', 'רומסטר']","Skoda: Roomster, Seat: Ibiza",,,,,,,,Drivetrain,,,,CV Joint Boot,,,,
פעמון אקסנט + גטס,,,,,,['Hyundai'],"['פעמון אקסנט', 'גטס']","Hyundai: Accent, Hyundai: Getz",,,,,,,,Drivetrain,,,,CV Joint Boot,,,,
פעמון גטס  ABS אקסנט מ07 עם,,,With ABS,,,['Hyundai'],,"Hyundai: Accent, Hyundai: Getz",,,,,,,,Drivetrain,,,,CV Joint Boot,,,2007,
פעמון מגנום,,,,,,['Dodge'],,Dodge: Magnum,,,,,,,,Drivetrain,,,,CV Joint Boot,,,,
פעמון פוקוס 1.5 מ15,,,,,,['Ford'],,Ford: Focus,,,,,,1.5 L,,Drivetrain,,,,CV Joint Boot,,,2015,
פעמון פיאסטה מ09 אוטומט,,,,,,['Ford'],,Ford: Fiesta,,,,Automatic,,,,Drivetrain,,,,CV Joint Boot,Automatic,,2009,
פעמון ציריה אוקטביה מ10,,,,,,['Skoda'],,Skoda: Octavia,,,,,,,,Drivetrain,,,,CV Joint Boot,,,2010,
פעמון ציריה מ08 A4 + מ10 A6,,,,,,['Audi'],"['פעמון ציריה מ08 A4', 'מ10 A6']","Audi: A4, Audi: A6",,,,,,,,Drivetrain,,,,CV Joint Boot,,,2008,
פעמון קאדי,,,,,,['Volkswagen'],,Volkswagen: Caddy,,,,,,,,Drivetrain,,,,CV Joint Boot,,,,
פקק קרטר מרצדס פלסטיק,,,,,,['Mercedes'],,,,,,,,,,Engine,Plastic,,,Oil Drain Plug,,,,
צ.בלם קדמי סיויק מ06 ימין,,,,,,['Honda'],,Honda: Civic,,,,,,,,Brake,,,"Front, Right",Brake Line,,,2006,
צ.חימום ברלינגו מ11,,,,,,['Citroen'],,Citroen: Berlingo,,,,,,,,HVAC,,,,Heater Hose,,,2011,
צ.חימום פוקוס מ12,,,,,,['Ford'],,Ford: Focus,,,,,,,,HVAC,,,,Heater Hose,,,2012,
צ.טורבו אקסטרייל מ14,,,,,,['Nissan'],,Nissan: X-Trail,,,,,,,,Engine,,,,Turbo Pipe,,,2014,
צ.טורבו הנטר מ10,,,,,,['Mitsubishi'],,Mitsubishi: Hunter,,,,,,,,Engine,,,,Turbo Pipe,,,2010,
צ.טורבו חיבור מהיר T5,,,,,,['Volkswagen'],,Volkswagen: Transporter T5,,,,,,,,Engine,,,,Turbo Pipe,,,,
צ.טורבו ספרינטר מ07,,,,,,['Mercedes'],,Mercedes: Sprinter,,,,,,,,Engine,,,,Turbo Pipe,,,2007,
צ.טורבו שמאל טראיטון מ15,,,,,,[],,,,,,,,,,Engine,,,Left,Turbo Pipe,,,2015,
צ.מים עליון מ13 CX5 + מזדה 3 + 6,,,,,,['Mazda'],"['צ.מים עליון מ13 CX5', 'מזדה 3', '6']","Mazda: Mazda3, Mazda: CX-5",,,,,,,,Cooling,,,Upper,Coolant Pipe,,,2013,
צ.מים עליון ספורטאג + טוסון מ15,,,,,,"['Kia', 'Hyundai']","['צ.מים עליון ספורטאג', 'טוסון מ15']","Hyundai: Tucson, Kia: Sportage",,,,,,,,Cooling,,,Upper,Coolant Pipe,,,2015,
צ.מים קרוז 1.4 מ11,,,,,,['Chevrolet'],,Chevrolet: Cruze,,,,,,1.4 L,,Cooling,,,,Coolant Pipe,,,2011,
צ.מים קשיח קורולה,,,,,,['Toyota'],,Toyota: Corolla,,,,,,,,Cooling,,,,Coolant Pipe,,,,
צ.משאבת מים אילנטרה מ01,,,,,,[],,,,,,,,,,Cooling,,,,Water Pump,,,2001,
צ.מתכת גטס + אקסנט מ07,,,,,,['Hyundai'],"['צ.מתכת גטס', 'אקסנט מ07']","Hyundai: Accent, Hyundai: Getz",,,,,,,,,Metal,,,,,,2007,
צ.נשם פוקוס מ06,,,,,,['Ford'],,Ford: Focus,,,,,,,,Engine,,,,Crankcase Vent,,,2006,
צ.עליון גטס + אקסנט מ07,,,,,,['Hyundai'],"['צ.עליון גטס', 'אקסנט מ07']","Hyundai: Accent, Hyundai: Getz",,,,,,,,Cooling,,,Upper,Upper Radiator Hose,,,2007,
צינור אויר 1.2 בנזין קליאו מ13,,,,,,['Renault'],,Renault: Clio,,,,,,1.2 L,Gasoline,Engine,,,,Air Intake Pipe,,,2013,
צינור אויר אוקטביה מ05 דיזל,,,,,,['Skoda'],,Skoda: Octavia,,,,,,,Diesel,Engine,,,,Air Intake Pipe,,,2005,
צינור אויר סיוויק מ12,,,,,,['Honda'],,Honda: Civic,,,,,,,,Engine,,,,Air Intake Pipe,,,2012,
צינור אויר קשקאי מ08,,,,,,['Nissan'],,Nissan: Qashqai,,,,,,,,Engine,,,,Air Intake Pipe,,,2008,
צינור אנטרקולר טרייטון מ15 מקורי,,,,,,['Mitsubishi'],,Mitsubishi: Triton,,,,,,,,Cooling,,,,Intercooler,,,2015,
צינור חימום I20 + I25,,,,,,['Hyundai'],"['צינור חימום I20', 'I25']","Hyundai: i20, Hyundai: i25",,,,,,,,HVAC,,,,Heater Hose,,,,
צינור חימום מתכת גולף 1.6,,,,,,['Volkswagen'],,Volkswagen: Golf,,,,,,1.6 L,,HVAC,Metal,,,Heater Hose,,,,
צינור חימום פוקוס מ06,,,,,,['Ford'],,Ford: Focus,,,,,,,,HVAC,,,,Heater Hose,,,2006,
צינור טורבו T5 מ10,,,,,,['Volkswagen'],,Volkswagen: Transporter T5,,,,,,,,Engine,,,,Turbo Pipe,,,2010,
צינור טורבו אקטרייל + קשקאי מ14,,,,,,['Nissan'],"['צינור טורבו אקטרייל', 'קשקאי מ14']",Nissan: Qashqai,,,,,,,,Engine,,,,Turbo Pipe,,,2014,
צינור טורבו ברלינגו מ08,,,,,,['Citroen'],,Citroen: Berlingo,,,,,,,,Engine,,,,Turbo Pipe,,,2008,
צינור טורבו דיזל אוקטביה מ10 1.6,,,,,,['Skoda'],,Skoda: Octavia,,,,,,1.6 L,Diesel,Engine,,,,Turbo Pipe,,,2010,
צינור טורבו הנטר מ07,,,,,,['Mitsubishi'],,Mitsubishi: Hunter,,,,,,,,Engine,,,,Turbo Pipe,,,2007,
צינור טורבו טרייטון מ15,,,,,,['Mitsubishi'],,Mitsubishi: Triton,,,,,,,,Engine,,,,Turbo Pipe,,,2015,
צינור טורבו מסטר 2.3 מ10,,,,,,['Renault'],,Renault: Master,,,,,,2.3 L,,Engine,,,,Turbo Pipe,,,2010,
צינור טורבו קליאו + קפצור 1.5 מ13,,,,,,['Renault'],"['צינור טורבו קליאו', 'קפצור 1.5 מ13']","Renault: Clio, Renault: Captur",,,,,,1.5 L,,Engine,,,,Turbo Pipe,,,2013,
צינור יניקה CBZ 1.2,,,,,,[],,,,,,,CBZ,1.2 L,,Engine,,,,Intake Pipe,,,,
צינור לבית מצערת קרוז,,,,,,['Chevrolet'],,Chevrolet: Cruze,,,,,,,,Engine,,,,Throttle Body,,,,
צינור לחץ שמן פיגו + סיטרואן,,,,,,"['Citroen', 'Peugeot']","['צינור לחץ שמן פיגו', 'סיטרואן']",,,,,,,,,Engine,,,,Oil Pressure Pipe,,,,
צינור למיכל עיבוי CNC + CJE מ13,,,,,,[],"['צינור למיכל עיבוי CNC', 'CJE מ13']",,,,,,CNC,2.0 L,,Cooling,,,,Coolant Reservoir Hose,,,2013,
צינור למיכל עיבוי מ15 A4 + A5 + Q5,,,,,,['Audi'],"['צינור למיכל עיבוי מ15 A4', 'A5', 'Q5']","Audi: A4, Audi: A5, Audi: Q5",,,,,,,,Cooling,,,,Coolant Reservoir Hose,,,2015,
צינור מ.מים 1.8 CDA,,,,,,[],,,,,,,CDA,1.8 L,,Cooling,,,,Water Pump,,,,
צינור מ.מים אקסנט מ07,,,,,,['Hyundai'],,Hyundai: Accent,,,,,,,,Cooling,,,,Water Pump,,,2007,
צינור מחבר מים קורולה מ08,,,,,,['Toyota'],,Toyota: Corolla,,,,,,,,Cooling,,,,Coolant Connector,,,2008,
צינור מיכל עיבוי מ16 CLA + GLA,,,,,,['Mercedes'],"['צינור מיכל עיבוי מ16 CLA', 'GLA']","Mercedes: GLA, Mercedes: CLA",,,,,,,,Cooling,,,,Coolant Reservoir,,,2016,
צינור מיכל עיבוי פוקוס מ11,,,,,,['Ford'],,Ford: Focus,,,,,,,,Cooling,,,,Coolant Reservoir,,,2011,
צינור מים BTS 1.6,,,,,,[],,,,,,,BTS,1.6 L,,Cooling,,,,Coolant Pipe,,,,
צינור מים איוניק + נירו,,,,,,"['Kia', 'Hyundai']","['צינור מים איוניק', 'נירו']","Hyundai: Ioniq, Kia: Niro",,,,,,,,Cooling,,,,Coolant Pipe,,,,
צינור מים מ10 A4 + A5 + Q7,,,,,,['Audi'],"['צינור מים מ10 A4', 'A5', 'Q7']","Audi: A4, Audi: A5, Audi: Q7",,,,,,,,Cooling,,,,Coolant Pipe,,,2010,
צינור מים מקורי 1.8 CJS,,,,,,[],,,,,,,CJS,1.8 L,,Cooling,,,,Coolant Pipe,,,,
